Collection Title,Snippet,Similarity Score
"Walt Kuhn Family papers and Armory Show records, 1859-1984, bulk 1900-1949","'Page 345': 'Courtesy of Walt Kuhn, Kuhn family papers, and Armory Show records, Archives of American Art, Smithsonian Institution'}, ",0.72642934
"American Art Research Council records, 1935-1956, bulk 1942-1947","'Page 354': 'Archives of American Art, Smithsonian Institution, roll D-167, frame 58)'}, ",0.6610545
"Selected art related documents from the Library Company of Philadelphia, 1785-1883","'Page 366': '�Art and Artists: The Eight,� Philadelphia Press, March 9, 1909, Pennsylvania Academy of the Fine Arts Scrapbooks, Archives of American Art, reel P54, frame 842.'}, ",0.75747454
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 367': 'Hoeber, Arthur. �The Eight,� New York Globe and Commercial Advertiser, February 5, 1908. Whitney Museum of American Art Papers, Archives of American Art, Smithsonian Institution, reel N655, frame 258.'}, ",0.693816
"The story of the Armory Show / by Walt Kuhn, 1938","'Page 367': 'McCarthy, Laurette E. �The �Truths� about the Armory Show: Walter Pach�s Side of the Story,� Archives of American Art Journal 44, no. 3-4 (2004): 2-13.'}, ",0.7184697
"Neal W. Richmond papers relating to New York City art galleries, 1912-1918","'Page 368': 'Zilcezer, Judith. ��The World�s New Art Center�: Modern American Art Exhibitions in New York City, 1913-1918,� Archives of American Art Journal 14,'}, ",0.7446063
"Rockwell Kent papers, circa 1840-1993, bulk 1935-1961","'Page 368': 'Rockwell Kent Papers, Archives of American Art, Smithsonian Institution.'}, ",0.75493556
"Donald S. Graham papers relating to Walt Kuhn, 1955-1991","'Page 368': 'Walt Kuhn Papers, Archives of American Art, Smithsonian Institution.'}, ",0.6883565
"Macbeth Gallery records, 1947-1948, 1838-1968, bulk 1892-1953","'Page 368': 'Macbeth Gallery Papers, Archives of American Art, Smithsonian Institution.'}, ",0.70220244
"Arts Club of Washington scrapbooks, 1916-1991","'Page 368': 'Pennsylvania Academy of the Fine Arts Scrapbooks, Archives of American Art, Smithsonian Institution.'}, ",0.6909555
"Walter Pach papers, 1857-1980","'Page 368': 'Walter Pach Papers, Archives of American Art, Smithsonian Institution.'}, ",0.7226428
"Forbes Watson papers, 1840-1967, bulk 1900-1960","'Page 368': 'Forbes Watson Papers, Archives of American Art,'}, ",0.7525853
"Pierre Matisse Gallery printed material, 1936-1988","'Page 368': 'the Matisse Symposium, Museum of Modern Art, New York, November 19, 1951, Max Weber Papers, Archives of American Art, Smithsonian Institution, reel NY59-6, frames 146-63.'}, ",0.72844774
"Max Weber papers, 1902-2008","'Page 368': 'Max Weber Papers, Archives of American Art, Smithsonian Institution.'}, ",0.70134205
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 368': 'Whitney Museum of American Art Papers, Archives of American Art, Smithsonian Institution.'}, ",0.7858855
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 80': 'Gertrude Vanderbilt Whitney with Curry�s Baptism in Kansas, acquired for the new Whitney Museum of American Art. Photograph from the New York Times, 22 November 1931. Courtesy Maynard Walker Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Gift of Maynard Walker.'}, ",0.7414421
"Washington Gallery of Modern Art records, 1959-1992","'Page 81': 'Photograph courtesy Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.6863267
"John Steuart Curry and Curry family papers, 1848-1999","'Page 91': 'Curry and his parents, Dunavant, Kansas, early 1920s. Photograph courtesy Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.6692574
"Washington Gallery of Modern Art records, 1959-1992","'Page 93': 'Photograph courtesy Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.69257677
"Washington Gallery of Modern Art records, 1959-1992","'Page 99': 'Photograph courtesy Archives of American Art, Smithsonian Institution, Washington, D.C., Curry Papers.'}, ",0.6750614
"Don Anderson papers relating to John Steuart Curry, 1942-1973","'Page 107': '4. �John Steuart Curry: �He puts farm life on canvas,�� transcript of a radio interview with the artist by Blanche Overlien on the program �Homemakers� Hour,� broadcast on Wisconsin state stations WHA and WLBL, n.d. [transcript distributed 1937]. Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Curry Papers/AAA), microfilm roll 165, frame 990, Although Curry was here living in and speaking of Wisconsin, his attitude toward the local was developed during his formative years in Kansas. 5. Henry G. Keller, Cleveland, Ohio, painter and teacher; quoted in Charles Burchfield, �Henry G. Keller,� American Magazine of Art 29 (September 1936): 593.'}, ",0.7012786
"John Steuart Curry printed material, 1919-1963","'Page 163': '1. John Steuart Curry, �An Address before the Art Association of Madison,� typescript, 6, 19 January 1937, Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Curry Papers/AAA), microfilm roll 165, no frame no.'}, ",0.76853496
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 163': '3. See Florence Kellog, �Out There: Paintings by John Steuart Curry,� Survey 64 (July 1930): 311-13. On 28 September 1929, Curry wrote to Juliana Force: �I have made no plans for showing any of the pictures Iam sending you, other than the �Baptism,� as they represent my work which you made possible during this past year.� Whitney Museum of American Art Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Whitney Papers/AAA), microfilm roll N592, frame 117,'}, ",0.7465092
"Maynard Walker Gallery records, 1923-1975","'Page 164': '13. Curry to Maynard Walker, 1 August 1932, Maynard Walker Gallery Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Walker Papers/AAA), microfilm roll 2023, frames 24-25.'}, ",0.7115831
"Washington Gallery of Modern Art records, 1959-1992","'Page 171': 'Photograph courtesy Curry Papers, Archives of American Art Smithsonian Institution, Washington, D.<'}, ",0.70284265
"Don Anderson papers relating to John Steuart Curry, 1942-1973","'Page 178': '3. Sidney Howard to Curry, 3 March 1936, Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Curry Papers/AAA), microfilm roll 164, frame 230.'}, ",0.71201783
"Grant Wood papers, 1930-1983","'Page 208': '1. Curry, �[Memorial tribute to Grant Wood],� 28 October 1942, typescript, Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Curry Papers/AAA), microfilm roll 168, no frame no.'}, ",0.72056335
"Arts Club of Washington scrapbooks, 1916-1991","'Page 208': '19. Untitled clipping in Curry scrapbook, New York Sun, 15 January 1938, Maynard Walker Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter cited as Walker Papers/AAA), microfilm roll 2160, no frame no.'}, ",0.6703359
"John Steuart Curry and Curry family papers, 1848-1999","'Page 212': '(Curry to his father, 12 November 1916. Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. [hereafter cited as Curry Papers/AAA], microfilm roll 2714, frame 498.)'}, ",0.73760647
"C. Howard Walker papers, 1877-1936","'Page 216': '(Curry to Frederic Newlin Price, 17 November 1930. Maynard Walker Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. [hereafter cited as Walker Papers/AAA], microfilm roll 2023, frame 9.)'}, ",0.69027835
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 241': 'Don Anderson Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Gift of Don Anderson.'}, ",0.6726706
"Arts Club of Washington scrapbooks, 1916-1991","'Page 241': 'Associated American Artists Gallery Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Gift of Sylvan Cole, Jr.'}, ",0.68823236
"John Steuart Curry printed material, 1919-1963","'Page 241': 'John Steuart Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Gift of Kathleen Curry; Gift of Mrs. Stanley R. Fike.'}, ",0.733079
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 241': 'R. Eugene Curry Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Gift of R. Eugene Curry.'}, ",0.68337005
"Maynard Walker Gallery records, 1923-1975","'Page 241': 'Maynard Walker Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Gift of Maynard Walker.'}, ",0.657519
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 241': 'Whitney Museum of American Art Papers, Archives of American Art, Smithsonian Institution, Washington, D.C. Lent by the Whitney Museum of American Art.'}]",0.74696916
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page n0': 'from the Smithsonian�s Archives of American Art'}, ",0.66772556
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page n6': 'ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION'}, ",0.65732735
"Helen Stein papers relating to Marsden Hartley, undated and 1934-1949","'Page 72': 'Given the fact that the painter Marsden Hartley was a published poet and critic, his letters in the Archives of American Art are often disappointing because instead of eloquently expressing aesthetic ideas and feelings, he is more intent on trumpeting his own importance. His letter to Helen and Ernest Stein of December'}, ",0.6919111
"Advancing American Art: exhibition records, 1946-1977","'Page 208': 'Library of Congress Cataloging-in-Publication Data: Archives of American Art, author. Pen to paper : artists� handwritten letters from the Smithsonian�s Archives of American Art / edited by Mary Savig. � First [edition]. pages cm Includes bibliographical references. ISBN 978-1-61689-462-7 (paperback) 1. Artists�United States�Autographs�Catalogs. 2. Letters�Catalogs. 3. Archives of American Art�Catalogs. I. Savig, Mary, editor. II. Title. N45.A73 2016 700.92�dce23 2015034201'}, ",0.6560725
"Jerome Blum papers, 1915-circa 1969, bulk 1919-1935","'Page 256': 'Archives of the artistthe Jerome Blum Papers, 1915-c. 1969 (bulk 1919-1935)-are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.75587976
"William Sommer papers, 1890-1970","'Page 258': '44 Archival microfilm reels pertaining to the artist�the William Sommer Papers, 1890-1970�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.7001602
"Arthur Painter papers of the Federal Art Project, 1938-1941","'Page 258': '45 Archives of the artist�the Arthur B. Carles Papers, 1900-1983�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.714728
"Hugo Robus papers, 1898-1967","'Page 259': 'Archives of the artist-the Hugo Robus Papers, 1898-1967�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.74484813
"Leon Kroll papers, circa 1900-1988","'Page 259': 'Archives of the artist�the Leon Kroll Papers, 1905-197 4�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC. ifthe example of the Post-Impressionist C�zanne exerted significant influence on Kroll�s landscapes, the Impressionist Renoir seems to have played a similar role with'}, ",0.65934104
"Jan Matulka papers, circa 1920","'Page 260': 'Archives of the artistthe Jan Matulka Papers, 1923-1960�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC. William C. Agee and Lewis Kachur, Masterpieces of American Modemism from the Vileek Collection (London and New York: Merrell Publishers, 2013), p. 168. ts = ",0.6798448
"The artists of America : a series of biographical sketches of American artists : with portraits and designs on steel / by C. Edwards Lester, 1846","'Page 260': ""For more on this theme see Sharyn Rohlfsen Udall, Modernist Painting in New Mexico 1913-1935 (Albuquerque: University of New Mexico Press, 1984), pp. 14' See Gail Levin and Marianne Lorenz, Theme and Improvisation: Kandinsky and the American Avant-Garde 1912-1950 (Dayton, Ohio: Dayton Art Institute, 1 pp. 178-80. Soa 1 - � Archives of the artist�the H. Lyman Sayen Papers, 1895-1973�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC. As cited in Abraham A. Davidson, Early American Moderist Painting 1910-1935 (New York: Harper and Row, 1981), pp. 234-35. Z These gifted works are now in the Smithsonian American Art Museum, Washington, DC. For more on the artist's interest in Native American art see Davidson, Early American Moderist Painting, p. 237. Portrait of a German Officer, 1914, oil on canvas, 68 1/4 x 41 3/8 in. (173.4 x 105.1 cm), Metropolitan Museum of Art, New York, acc. no. 49.70.72. The""}, ",0.68785405
"Meyer P. and Vivian O. Potamkin papers, ca. 1950-2002","'Page 260': '= - � : ives of the collectors�the Meyer Pand Vivian �. Potamkin Papers, (c. 1950-2002)�are located in the Archives of American Art at the Smithso nian | gion DC . 3 ie'}, ",0.6886305
"Walter Pach papers, 1857-1980","'Page 261': ""115 This information is located in the King Collection files. McCarthy's biography of Pach was published two years ago: Walter Pach (1883-1958): The Armory Show and the Untold! Story of Modern Art in America (University Park: Pennsylvania State University Press, 2011); Francis M. Naumann Fine Art in New York complemented the biography by a monographic exhibition and accompanying publication written by McCarthy, The Paintings of Walter Pach, 11 November-23 December 2011. Archives of Pach�the Walter Pach Papers, 1857-1980�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.""}, ",0.71162105
"William Penhallow Henderson papers, 1876-1987, bulk 1876-1943","'Page 261': '116 Archives of the artist-the William Penhallow Henderson Papers, 1876-1987 (bulk 1876-1943)�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.7500006
"Konrad and Florence Ballin Cramer papers, 1897-1968","'Page 261': '123. Archives of the artist and his wife�the Konrad and Florence Ballin Cramer Papers, 1897-1968�are located in the Archives of American: Art at the Smithsonian Institution, Washington, DC.'}, ",0.7270824
"Arnold Friedman papers, ca. 1910-1984","'Page 261': '127 Archives of the artistthe Arnold Friedman Papers, c. 1910-1984�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.68477184
"Yasuo Kuniyoshi photographs of artwork, circa 1945-1953","'Page 262': 'Kuniyoshi, cited in Yasuo Kuniyoshi (New York: American Artists Group, 1945). Archives of the artist-the Yasuo Kuniyoshi Papers, 1921-1993�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC. Abraham A Davidson, Early American Modernist Painting 1910-1935 (New York Harper and Row, 1981), p. 240.'}, ",0.7912855
"R. Sturgis Ingersoll papers relating to Henry McCarter, 1896-1944, bulk 1930-1943","'Page 262': 'Archival microfilm pertaining to the artist-the R. Sturgis Ingersoll Papers related to Henry McCarter, 1896-1944 (bulk 1930-1943)�is located in the Archives of American Art at the Smithsonian Institution, Washington, DC.'}, ",0.7877046
"Oscar Bluemner papers, 1886-1939, 1960","'Page 262': 'Archives of the artistthe Oscar Bluemner Papers, 1886-1939, 1960�are located in the Archives of American Art in the Smithsonian Institution, Washington, DC. The following inscription on the stretcher identifies the work as a study for a mural: �W. Drewes mural study of movement N77.'}, ",0.79512024
"Rosenthal Collection of Drawings by American Artists inventory, ca. 1927-1930","'Page 262': 'Archives of the artist�the Werner Drewes Papers, 1924-1984�are located in the Archives of American Art at the Smithsonian Institution, Washington, DC. Frackman, as cited in Valerie Carberry, John Storrs Drawings: Figures, Monuments and Abstract Forms (Chicago: Robert Henry Adams Fine Art, 2001), np.'}, ",0.6969005
"Louis Lozowick papers, 1898-1974","'Page 262': 'Archives of the artist-the Louis Lozowick Papers 1898-1974 and the Louis Lozowick Papers 1922-197 4�are located respectively in the Archives of American Art at the Smithsonian Institution, Washington, DC, and the Special Collections Research Center of Syracuse University Library, New York'}]",0.76575935
"Sheldon Cheney papers, 1915-1972","'Page 300': '12. Stieglitz to Sheldon Cheney, August 24, 1923, Cheney Papers, Archives of American Art, Smithsonian Institution, reel 3947, frames 449�450.'}, ",0.7202953
"American Art Research Council records, 1935-1956, bulk 1942-1947","'Page 302': '43. Stieglitz to McBride, April 8, 1923, Henry McBride Papers, Archives of American Art, Smithsonian Institution, reel NMcB12, frame 467.'}, ",0.66127217
"Elizabeth McCausland papers, 1838-1995, bulk 1920-1960","'Page 304': '65. Arthur Dove to Elizabeth McCausland, May 13, 1933, The Elizabeth McCausland Papers, Archives of American Art, Smithsonian Institution, reel D384 B, frame 142.'}, ",0.7190499
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 307': '95. Charles Demuth, ""Peggy Bacon.*\' a pamphlet to accompany an exhibition at The Intimate Gallery, March 27-April 17, 1928. A copy of this pamphlet can be found in the Whitney Museum Papers, Archives of American Art, Smithsonian Institution, reel N653, frame 47.'}, ",0.6594045
"Sheldon Cheney papers, 1915-1972","'Page 312': '17. Stieglitz to Sheldon Cheney, August 24, 1923, Cheney Papers, Archives of American Art, Smithsonian Institution, reel 3947, frame 449.'}, ",0.7084661
"John Marin printed material and drawings, 1929-1955","'Page 314': ""37. John Marin, text for Marin exhibition at the Photo-Secession Gallery, 1913, in the New York Public Library Papers, Archives of American Art, Smithsonian Institution, reel N53, frame 941. See also Marin's catalogue statement for The Forum Exhibition of Modern American Painters (New York: M. Kennerley, 1916), n.p.""}, ",0.71079415
"Thomas Hart Benton papers, 1906-1975","'Page 330': '18. Thomas Hart Benton to John Weischel, undated letter (c. 1917), Newark Museum Papers, Archives of American Art, Smithsonian Institution, reel N60-2, frame 43.'}, ",0.76061016
"Arthur B. Carles letter to Alfred Stieglitz, ca. 1911","'Page 332': '34. Alfred Stieglitz\'s brief essay, ""A Statement,"" was published in the pamphlet that accompanied Stieglitz\'s exhibition at the Anderson Galleries, New York, February 1921. A copy of this pamphlet can be found in the Forbes Watson Papers, Archives of American Art, Smithsonian Institution, reel D57, frame 92.'}, ",0.6675203
"Sheldon Cheney papers, 1915-1972","'Page 332': ""38. Stieglitz to Sheldon Cheney, May 10 and May 25, 1934, Cheney Papers, Archives of American Art, Smithsonian Institution, reel 3947, frames 462, 464. In general, critical responses to Craven's book were sharply divided on the basis of the reviewer's own sympathy with modernism. For example,""}, ",0.65146106
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 333': '43. Henry McBride, ""Whitney Museum Decorations Still a Subject for Debate,"" New York Sun. A copy of this article can be found in the New York Public Library Papers, Archives of American Art, Smithsonian Institution, reel N53, frame 357.'}, ",0.6526128
"American Art Research Council records, 1935-1956, bulk 1942-1947","'Page 337': '79. Stieglitz to McBride, March 5, 1940, Henry McBride Papers, Archives of American Art, Smithsonian Institution, reel NMcB8, frame 131.'}, ",0.6558251
"John Marin letter to Louis Kalonyme, 1953 July 7","'Page 345': '91. John Marin, ""An Artist\'s Testament,"" letter to Louis Kalonyme, July 7, 1953, Louis Kalonyme Papers, Archives of American Art, Smithsonian Institution, reel 2814, frames 220-222.'}, ",0.7061576
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 348': 'Archives of American Art, Smithsonian Institution, Washington, D.C. The Papers of Thomas Hart Benton, Sheldon Cheney, Louis Kalonyme, Henry McBride, Elizabeth McCausland, the New York Public Library, the Newark Museum, Forbes Watson, and the Whitney Museum of American Art.'}, ",0.72468406
"Joan Brown papers, 1955-1974","'Page 15': '1 �Joan Brown Interview,� with Paul Karlstrom, July 1-Septernber 9, 1975, Archives of American Art, Smithsonian Institution, Reel 3196, p. 27-28.'}, ",0.7372269
"Selections from the Philadelphia Museum of Art's Archives of American Art collection, 1866-1968","'Page 39': '16 See Wallace Berman Archive, Archives of American Art, Smithsonian Institution.'}, ",0.66375726
"Howard Roberts scrapbook and photographs, ca. 1867-1894","'Page 39': '24 Gerard Malanga, �Pictures from Larkspur (for Wallace and Shirley),� December 18, 1963 correspondence, Wallace Berman Archive, Archives of American Art, Smithsonian Institution.'}, ",0.6680646
"John Altoon art work and papers, circa 1940-1969","'Page 78': 'John Altoon, Untitled poem, John Altoon Archive. Archives of American Art, Smithsonian Institution.'}, ",0.7682334
"Joan Brown papers, 1955-1974","'Page 99': '1 �Joan Brown Interview,� with Paul Karlstrom, July 1-September 9, 1975, Archives of American Art, Smithsonian Institution, Reel 3196, p. 27.'}, ",0.74156165
"American Art Research Council records, 1935-1956, bulk 1942-1947","'Page 121': '2 Wallace Berman Archive, Archives of American Art, Smithsonian Institution.'}, ",0.66520864
"Howard Roberts scrapbook and photographs, ca. 1867-1894","'Page 139': '2 Robert Duncan, Letter to Wallace and Shirley Berman, March 15, 1963, Wallace Berman Archive, Archives of American Art, Smithsonian Institution.'}, ",0.6771929
"Patricia Jordan papers, 1870, 1949-1984","'Page 370': 'Patricia Jordan papers, Archives of American Art, Smithsonian gece vee Dice'}, ",0.677627
"Arts Club of Washington scrapbooks, 1916-1991","'Page 370': 'Mixed media collage on paper, 41/4 x 53/8 inches Robert Alexander papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.65278435
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 371': 'Wallace Berman papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.68805444
"Whitney Museum of American Art, Juliana Force papers, 1916-1958","'Page 371': 'Patricia Jordan papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.6962034
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 372': 'Jay DeFeo papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.6739779
"Arts Club of Washington scrapbooks, 1916-1991","'Page 372': 'Mixed-media collage, 53/4 x 5 inches � Wallace Berman papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.6822268
"Patricia Jordan papers, 1870, 1949-1984","'Page 375': '__ A Book for Patty (for Patricia Jordan), 1959 _ Mixed-media hand-made book, 81/2 x 61/2 inches Patricia Jordan papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.7072282
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 376': 'Wallace Berman papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.674764
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 376': 'Robert Alexander papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.699841
"Arts Club of Washington scrapbooks, 1916-1991","'Page 376': 'Mixed-media collage on paper, 31/2 x 3 inches Robert Alexander papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.65459776
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 377': 'Robert Alexander papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.702895
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 377': 'Robert Alexander papers, Archives of American Art, Smithsonian Institution, Washington, D.C.'}, ",0.702895
"Interview with Roy E. Stryker, circa 1960 Jan","'Page 177': 'Interview, Roy E. Stryker by Richard K. Doud, June 13, 1964, Montrose, Colo. Archives of American Art, Detroit. Transcribed, 2, hereinafter cited as Stryker-David interview, I, II.'}, ",0.8465992
"Ben Shahn interview, 1965 Jan. 17","'Page 180': 'Interview, Ben Shahn by Richard K. Doud, April 14, 1964, Roosevelt, New Jersey. Archives of American Art, Detroit. Transcribed, 16, hereinafter cited as Shahn-Doud interview.'}, ",0.7015227
"Lecture, American painting from 1795 to 1825, for Detroit Institute of Arts seminar, 1957","'Page 180': 'Interview, Ben Shahn by Dr. Harlan Phillips, October 3, 1965, Roosevelt, New Jersey. Archives of American Art, Detroit. Transcribed, 38, 39.'}, ",0.65098137
"Interview with Roy E. Stryker, circa 1960 Jan","'Page 180': 'Interview, Carl Mydans by Richard K. Doud, April 19, 1964, Larchmont, New York. Archives of American Art, Detroit. Transcribed, 4. See also John Durniac, �Focus on Stryker,� Popular Photography (September, 1962), 64. This same story was told in an annotated interview. Carl Mydans by F. J. Hurley, August 14, 1968, New York City. In possession of the author. Untranscribed.'}, ",0.65730256
"Lecture, American painting from 1795 to 1825, for Detroit Institute of Arts seminar, 1957","'Page 183': 'Mill Valley, California, 1, 2. Archives of American Art, Detroit.'}, ",0.669184
"Interview with Roy E. Stryker, circa 1960 Jan","'Page 186': 'Taped memoirs made by John Collier for Roy Stryker, March, 1959. Detroit Archives of American Art. Collier to Stryker, undated. September, 1941. Stryker, Personal File. Collier to Stryker, undated, probably late September or early October, 1941, ibid.'}, ",0.68345314
"Lecture, American painting from 1795 to 1825, for Detroit Institute of Arts seminar, 1957","'Page 186': 'Interview, Gordon Parks by Richard K. Doud, April 28, 1964, New York. Archives of American Art, Detroit. Transcribed, 1-2.'}, ",0.66766214
"Lecture, American painting from 1795 to 1825, for Detroit Institute of Arts seminar, 1957","'Page 189': 'Stryker, Roy, Correspondence, Archives of American Art, Detroit. (The Archives of American Art has a fine series of interviews by Richard K. Doud which were extremely useful. Their collection of letters and papers is also extensive.)'}, ",0.66884667
"Interview with Roy E. Stryker, circa 1960 Jan","'Page 190': 'Stryker, Roy E., interview by Richard K. Doud, June 13, 1964, Montrose, Colorado. Archives of American Art, Detroit. Transcribed.'}, ",0.774398
"John Altoon art work and papers, circa 1940-1969","'Page 190': 'Vachon, John, interview by Richard K. Doud, April 28, 1964, New York. Archives of American Art, Detroit. Transcribed.'}, ",0.65087295
"Ruth Vollmer papers, circa 1940-1980","'Page 27': 'POSTCARD FROM SOL LEWITT TO RUTH VOLLMER, DATE UNKNOWN RUTH VOLLMER PAPERS, 1939-1980, ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION, WASHINGTON, D.C. .'}, ",0.7881358
"Ruth Vollmer papers, circa 1940-1980","'Page 58': 'PAGES FROM THE HANDOUT ACCOMPANYING THE EXHIBITION �RUTH VOLLMER� BETTY PARSONS GALLERY, NEW YORK, NOVEMBER 3-24, 1970 RUTH VOLLMER PAPERS, 1939-1989, ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION, WASHINGTON bas'}, ",0.7023933
"Colette Roberts Papers and Interviews with Artists, 1918-1971","'Page 84': 'Ruth Vollmer in conversation with Colette Roberts, �Meet the Artist� adult education program, New York University, Fall 1970; audiocassette transcript, p. 4. Colette Roberts Interviews with Artists, 1 961-1971, Archives of American Art, Smithsonian Institution, Washington, D.C. Annette Michelson, �10 x 10; �Concrete Reasonableness,�� Artforum 5, no. 5 (January 1967): 30-31. Michelson developed these ideas in her substantial essay on the period, �Robert Morris�An Aesthetics of Transgression,� in the exhibition catalogue Robert Morris (Washington, D.C.: Corcoran Gallery of Art, 1969), pp. 7-79.'}, ",0.7121767
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 86': 'ARCHIVES OF AMERICAN ART, * ; e SMITHSONIAN INSTITUTION, & * � WASHINGTON, D.C. � ath Pepe Seg ~~ zs . @ ~'}, ",0.6672839
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 89': 'ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION WASHINGTON, D.C.'}, ",0.6845598
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 89': 'ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION WASHINGTON, D.C.'}, ",0.6845598
"Washington Gallery of Modern Art records, 1959-1992","'Page 93': 'ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION WASHINGTON, D.C.'}, ",0.6853077
"Colette Roberts Papers and Interviews with Artists, 1918-1971","'Page 97': '5 Ruth Vollmer in conversation with Colette Roberts, �Meet the Artist� adult education program, New York University, Fall 1970; audiocassette transcript, p. 2. Colette Roberts Interviews with Artists, 1961-1971, Archives of American Art, Smithsonian Institution, Washington D.C.'}, ",0.7088193
"Ruth Vollmer papers, circa 1940-1980","'Page 97': '12 The photograph is in the Ruth Vollmer Papers, 1 939-1980, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter, RVP).'}, ",0.70207816
"Statement on an exhibit of the Washington Art Association, ca. 1860","'Page 103': 'ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION, WASHINGTON, D.C.'}, ",0.70791733
"Ruth Vollmer papers, circa 1940-1980","'Page 113': 'See Ruth Vollmer, undated letter to Naum Gabo. Ruth Vollmer Papers, 1939-1980, Archives of American Art, Smithsonian Institution, Washington, D.C. (hereafter, RVP).'}, ",0.7236447
"Ruth Vollmer papers, circa 1940-1980","'Page 116': 'The Ruth Vollmer Papers, 1939-1980, Archives of American Art, Smithsonian Institution, Washington, D.C., are cited as RVP.'}, ",0.7827299
"Ruth Vollmer papers, circa 1940-1980","'Page 117': 'RUTH VOLLMER PAPERS, 1939-1980, ARCHIVES OF AMERICAN ART, SMITHSONIAN INSTITUTION, WASHINGTON, D.C.'}, ",0.81036144
